gene	lfqctrl1	lfqctrl2	lfqctrl3	lfqctrl4	lfqctrl5	lfqeae1	lfqeae2	lfqeae3	lfqeae4	lfqeae5	lfqeae6	mean_log2lfqctrl	mean_log2lfqeae	log2fc	p	q	neglogq	enriched	mitocarta
Ppp3ca	30.2421813509837	29.9977923332666	29.8758560305383	29.7402592978659	29.8013012007085	30.0206217414806	29.8129578855943	30.0133182855731	30.1260792090448	29.5742340444528	29.5548465245421	29.9314780426726	29.8503429484479	-0.0811350942246563	0.557714187456653	0.698652039232746	0.51735398873218	0	0
Ppp2ca	25.7474257470483	26.1096258418669	25.5627892872691	25.4035038517745	25.8890653386235	25.6874442462537	26.1919518428293	26.0117145479537	26.1201475250573	25.8704659417868	26.475157247474	25.7424820133164	26.0594802252258	0.316998211909372	0.0898591540493418	0.211329587238676	2.24243332868272	0	0
Phb	32.3882310003126	32.0561745762834	33.22834141703	32.4012358217245	32.7654271735273	32.4841896402388	32.5129104003762	32.2378866391177	32.2960589284967	32.0452456303375	32.0728774550761	32.5678819977756	32.2748614489405	-0.293020548835067	0.228623548197564	0.385170997866981	1.37642901789679	0	1
Csnk2b	26.6340875984775	26.7222103000876	26.3348874259785	26.2789861968085	26.1705464510951	26.243398608248	26.2854564056091	26.8056277724653	26.7332445985778	26.6623443658362	26.2975584882645	26.4281435944894	26.5046050398335	0.0764614453440551	0.620439579827107	0.745286072625925	0.4241337950311	0	0
Rpl22	24.4867712032025	24.1224994288868	24.5523895452657	24.2258952357522	24.1957296406123	25.0520449317942	24.4340264770223	24.4350445206675	28.4169148867123	28.7079687007087	27.5894229051399	24.3166570107439	26.4392370703408	2.12258005959691	0.049423692736793	0.141480270991228	2.82132720739601	0	0
Ube2l3	27.3252593335116	27.6542395075149	27.0684571772272	27.194696897559	27.2478953613813	27.0961738557491	26.8958516703929	27.275509308592	27.1649965130726	26.9498243958603	26.8576866256865	27.2981096554388	27.0400070615589	-0.258102593879915	0.0653762071198764	0.169292091893754	2.56241351239292	0	0
Gnb2l1	25.5376554100809	24.9979161297867	25.0310321063196	24.5359957771475	25.8693366673747	25.311154877451	25.9149498518497	26.7534063154123	30.0800451515024	30.0562068835029	30.0890418297202	25.1943872181419	28.0341341515731	2.8397469334312	0.0274755002986454	0.0962502912340854	3.37706528376725	0	0
Prkacb	26.2577823102159	25.4844067077518	25.6130459461159	24.9593861221078	25.4833921650454	26.0885314086471	25.8513138462755	25.8022538521887	26.0369323642433	25.7096982790418	25.2070599114468	25.5596026502474	25.7826316103072	0.223028960059821	0.392506681184822	0.553700051305701	0.852823439339304	0	0
Ywhaq	29.9474017335935	29.0264643861294	29.7501347700273	28.6344338591394	29.9869865900932	29.7009105562583	29.3582736143322	29.6630912605676	30.1204046423547	29.8461181443919	28.307216237816	29.4690842677965	29.4993357426201	0.0302514748235652	0.937501276358849	0.962693833466632	0.0548510456970022	0	0
Tuba4a	29.8976413641444	30.2768629205393	29.419890760465	29.637805552455	29.4830076821817	29.6620387065084	29.5215941500588	29.9532426121825	30.2942795300176	29.8014245567396	29.4551893296871	29.7430416559571	29.781294814199	0.0382531582419219	0.854140192427461	0.911444987531497	0.133772513346615	0	0
Tuba1a/Tuba3a	28.1414605255548	28.4949173987135	30.8569746524655	29.6506835431547	30.1890742744442	28.4081932780393	28.2737321526135	26.9577046591658	30.1495262671883	28.040667898706	27.0319155306823	29.4666220788666	28.1436232977325	-1.32299878113403	0.0909887163530734	0.212793123401334	2.2324765652658	0	0
Prkcb	26.4893615545713	25.3976735885581	25.6414657153639	26.3093864224078	25.9115938695629	26.6448519695549	26.3306541928966	26.3881283356592	25.8949964523323	26.3260827112801	26.5814713892173	25.9498962300928	26.3610308418234	0.411134611730617	0.122067361796443	0.256436626944245	1.96332575751355	0	0
Hist1h3a	27.4613895158529	27.237447916103	29.4431433456144	27.3175172271801	27.112671120078	27.6484908929436	28.0480165048358	28.8966890615835	27.4029186327027	23.6283414055013	25.9926534899255	27.7144338249657	26.9361849979154	-0.778248827050277	0.404126132134876	0.562860717671555	0.829150129570234	0	0
Ywhah	29.5902263614503	29.5121098057419	28.5730423462499	28.8316504342872	28.7574813681092	29.3032798825961	29.2513084208428	29.3790237892722	29.6059550673011	29.5237078796949	29.1440406358127	29.0529020631677	29.36788594592	0.314983882752298	0.212048185560096	0.369311531295274	1.43708978527429	0	0
Smpdl3a	25.4725877224577	26.3548609965432	25.3383433108246	25.6378780869238	25.2439433160993	27.3771628606654	26.943913759744	27.5827638051071	26.9743223303014	26.6868567644609	27.3371355434622	25.6095226865697	27.1503591772902	1.54083649072043	0.000290673959933749	0.00382549729230455	8.03013698273705	1	0
Calca	26.4597960507463	25.8005762709402	26.7984765474673	26.4599836086042	26.8529334872437	26.4211757260729	26.8698543612082	26.1208594299648	26.5377146473899	26.5175375997632	26.9369685570668	26.4743531930003	26.5673517202443	0.0929985272439779	0.690346749121754	0.800001274189436	0.321925797055717	0	0
Kpnb1	28.9243370000931	28.923912149038	28.5771909789351	28.5263783448426	28.6498274357459	28.7763684706348	28.6486280312556	28.6954780426249	28.8458639974448	28.5850227507184	28.457128528364	28.7203291817309	28.6680816368404	-0.0522475448905055	0.625495746026354	0.74703335361724	0.420755436847471	0	0
Psmb7	25.7643067128597	25.7581678995973	25.4966477929286	25.7821679931368	25.6077795506793	25.5791421189695	25.5644474740187	25.9107936742026	25.7825429691075	25.5702506436498	25.4556008927301	25.6818139898403	25.6437962954464	-0.0380176943939468	0.678064059836298	0.790407427860583	0.339331590162046	0	0
Lxn	27.6441643497712	27.761608345405	27.4833921650454	27.3706929933748	27.3997445639756	27.1055954074935	27.4396802505176	27.3940299428289	28.0336492551985	28.2884606539608	27.8526954187545	27.5319204835144	27.6856851547923	0.153764671277909	0.461628911557855	0.615260773307451	0.70073008017848	0	0
Adcyap1r1	24.6403627796113	24.0913591936328	24.8777847577293	24.6555093233652	24.375639248432	24.7002822263547	24.789997227934	25.0900671796287	24.363392075113	24.516651289623	24.662208525241	24.5281310605541	24.6870997539824	0.158968693428267	0.374721941396485	0.536486971908726	0.898384957998552	0	0
Plxna1	26.2988347841394	26.8418215321235	25.7499845796676	25.827428576014	25.8010945557241	25.943421975068	26.368146869403	26.2500119573055	26.292950942156	25.8947189754035	25.8061934243216	26.1038328055337	26.0925740239429	-0.0112587815907581	0.96275721251548	0.977317968905611	0.0331000776975049	0	0
Itpr3	23.7079884414348	23.7877575201432	24.9803714665385	25.7289188285144	24.9460577696114	24.4359347199364	24.5118346753806	24.5604004776174	24.4183472894944	24.3945370096451	25.1832497954216	24.6302188052485	24.5840506612493	-0.046168143999239	0.913972612823096	0.950641463900659	0.0730267661912897	0	0
Chl1	29.064299625713	28.8989965895815	28.4619358877741	28.2812257677866	28.6296828429687	29.578847097401	29.4816226948361	29.9447516428617	29.9260634399404	29.907989490095	29.8131567208446	28.6672281427648	29.7754051809965	1.10817703823168	0.000367102334718599	0.00456881329756705	7.77396479597381	1	0
Ebp	25.5790845585226	25.5078790642008	25.1041360901049	26.0319155306823	26.3280363521876	26.590351303337	26.3337449943037	26.2015928539409	26.7912896982521	26.8117642982673	26.6459514799756	25.7102103191396	26.5624491046794	0.852238785539797	0.0120492113498042	0.0537199720483551	4.21839763567411	0	0
Myo1f	23.1456286151908	22.0107857364365	23.9176202512614	22.4873006721103	22.3619810433461	24.7405713442633	25.0432676415216	24.835763617562	24.4086630028784	23.7953088337404	24.5531516198261	22.784663263669	24.562787676632	1.77812441296294	0.00325339012629411	0.0212419791125351	5.55693800165414	1	0
Vamp7	24.70898828484	25.2783127607091	25.5301124328851	24.7330376715779	25.3795113691204	26.1418210446347	26.1501560217617	27.0914399061026	27.0302323512107	26.4618734557405	27.6411349231642	25.1259925038265	26.7527762837691	1.62678377994258	0.000490766113436232	0.00560207849214964	7.47982208714012	1	0
Mpp1	26.4439060877189	26.2466094157702	25.8462287590786	26.3355008964342	26.3231129126663	26.5725798467087	26.1803310855771	26.5730712475488	26.5893514651418	25.9686871810623	26.2288333662741	26.2390716143336	26.3521423653855	0.11307075105184	0.466937679620599	0.619139807509574	0.691662874743126	0	0
Aup1	23.2251114669696	22.1333342391109	21.5754599540806	22.7239349421617	22.2765673966125	24.8218693313223	25.8734730258462	25.0910766644236	25.2870077665729	25.3958120673814	25.180027504106	22.3868815997871	25.2748777266087	2.88799612682164	0.0000858829006157602	0.00154958609928221	9.33390136739104	1	0
Pebp1	30.3070424819395	29.9501860537492	29.6700999900952	29.4164115987569	29.2509697361825	29.7338748963624	29.6338971196836	29.9948288129995	29.83694053052	29.7517475317394	29.2384505155969	29.7189419721447	29.6982899011503	-0.0206520709943909	0.926661309521039	0.958359123190326	0.0613617205965008	0	0
Stam	25.6843439166969	25.9497798778537	25.3615192267279	25.4430049813014	25.4942689192881	25.4523050962618	25.087155910621	25.1344564027943	25.3610171578031	25.4812993397194	25.6843171607313	25.5865833843736	25.3667585113218	-0.219824873051778	0.152045032347273	0.298528853508944	1.74405771682262	0	0
Stim1	25.8471611728192	25.3767986649653	25.8610282013895	25.838435119815	25.9922212735464	25.9726143767705	26.1216500236256	26.4964344644121	26.4726032152337	26.3163091566166	26.3346999246289	25.7831288865071	26.2857185268812	0.502589640374161	0.00562302816675283	0.0314514708793708	4.99072870110408	0	0
Rock2	24.1192571496327	24.9534035965864	24.3086228896878	24.1439822692471	24.2492344239409	24.7920348278413	24.1840447834594	24.6190212411038	23.9838975096109	24.027661715718	24.1228153590404	24.354900065819	24.288245906129	-0.0666541596900068	0.753678268691036	0.843677208047737	0.245236967310664	0	0
Hint1	28.5233900828087	29.2199963482095	28.7285166763205	28.4555225088209	27.741561724836	27.8690895207225	28.1777391016078	28.3858678629441	28.1077915946669	29.037634168621	28.704246039749	28.5337974681991	28.3803947147185	-0.153402753480595	0.618861033800856	0.744808244306071	0.425059052665123	0	1
Rasgrf2	23.951715142436	22.0946652522826	23.7994650333168	24.1474800903533	24.0534957307048	23.967104507163	24.3366078911428	24.1669126974968	24.2594714594884	24.2316190587836	24.3190689758052	23.6093642498187	24.2134640983133	0.604099848494609	0.190736323758669	0.346193132792912	1.53035098769833	0	0
Usp9x	26.5611000509325	26.129119476744	26.4990835954461	26.1593673949298	26.7353122378294	26.6805664194223	26.4400447615508	26.5478527415836	27.3817900652214	26.8116418232011	26.6390657517416	26.4167965511764	26.7501602604535	0.333363709277116	0.0973876743177152	0.22335761999839	2.16257262087586	0	0
Idh3g	33.1668199409432	32.8062041818545	33.5461633980895	33.1701225864228	33.166565577859	33.1151419247418	33.3210654730406	32.9653528876816	32.7521863379379	32.9451355100543	32.3252807816015	33.1711751370338	32.9040271525096	-0.267147984524186	0.1761376407647	0.328034363155567	1.60808114297877	0	1
Slc8a1	27.8572713506755	27.5395645887109	27.2962285411389	26.9033420165175	27.9231471017141	27.6580592309079	27.8190329141577	27.6982299811414	27.9412852370499	27.6424438651052	27.8038432866783	27.5039107197514	27.7604824191734	0.256571699421986	0.248416017412749	0.403921633539349	1.30785267782849	0	0
Slc9a3r1	28.4586154395766	28.5245487689927	28.1627417394182	28.5005127139789	28.6286403829969	28.5266395235196	28.4634568336648	28.4521479656141	28.8145478008157	28.8870731830269	29.0951176179395	28.4550118089926	28.7064971540967	0.251485345104108	0.093730202188722	0.217086651860146	2.20365707408034	0	0
Stx4	26.6433387731874	27.3823674236767	26.7926554753196	26.8047665721425	27.1865971391429	27.1513179238709	27.1022948454557	26.6436140178779	26.8626606243517	26.7596415671911	26.7556999487108	26.9619450766938	26.879204821243	-0.0827402554507763	0.624753555588761	0.746678394784858	0.421441107770772	0	0
Sparcl1	27.9510481030278	28.2126176460577	27.5933466670962	27.5403039015491	27.7364094670824	26.9319066613558	26.8973528539863	26.9559325784383	27.1566313679357	27.5313326723967	28.025540655886	27.8067451569626	27.2497827983331	-0.556962358629495	0.0342422092467473	0.111461546296881	3.16538202183002	0	0
Naca	23.3873231915104	23.5277881483136	23.8845543697145	23.7828678694655	24.0848064418336	24.7222363624489	24.3020816217846	24.1747044613361	25.2027701142381	24.7527175137564	23.9122337064465	23.7334680041675	24.5111239633351	0.777655959167586	0.00879841210376963	0.0430429606709197	4.53807887400031	1	0
Gjb6	26.5870635153458	26.0576741607281	25.7247621763216	26.3614355607065	25.7120624060353	26.6198888256121	26.4054204072472	27.3073031079073	26.3725041616523	26.7830677717854	25.6683087247774	26.0885995638275	26.526082166497	0.437482602669515	0.153491344031777	0.300534976995708	1.734395189802	0	0
Ctps1	22.5778286050658	22.9124619115535	22.6904406752712	22.4678212088928	23.3927271155424	23.9432431027051	23.2000029629006	24.194678113568	24.2125248831552	23.2812169225675	24.2509697361825	22.8082559032651	23.8471059535131	1.038850050248	0.00289405470414338	0.0197407471282626	5.66267959725286	1	0
Gaa	27.358671856477	27.3988480497842	27.8327975147057	28.0884100939126	28.1127208261897	28.2199271315178	28.3565746108091	28.9247617260731	28.645607972976	28.1482659327535	28.7799724287971	27.7582896682138	28.5125183004878	0.754228632273932	0.0065833411031851	0.0353499083876627	4.82214971360387	1	0
Atp8a1	29.3599496808466	29.0726027819498	28.6345723401378	29.2094138741533	28.9938036350905	29.2760864132516	29.1829089521128	29.3577704144407	29.5679575546015	29.4592605952067	29.3650496903589	29.0540684624356	29.3681722699954	0.314103807559746	0.0602625822060849	0.160764090527521	2.63698290356561	0	0
Cct7	28.2124321142878	28.4590455753846	28.0590986778096	28.3442654269763	28.1522370998582	28.2159994165067	27.9157591412171	28.2842300029184	28.4324900985825	28.2102967822631	28.0651731922192	28.2454157788633	28.1873247722845	-0.0580910065787599	0.581375604608059	0.717578716095861	0.478790995374797	0	1
Cct2	29.019800289406	29.2194425216703	28.4851210710416	28.613860940755	28.6691201393325	28.8356612319172	28.6108727196812	29.0951679325171	28.9521874421541	28.5002087647434	28.747784256947	28.8014689924411	28.79031372466	-0.0111552677810671	0.947490648668121	0.967702616141631	0.0473643326499162	0	0
Cct4	28.9927777281729	28.8513555510152	28.3914099862999	28.5245114065407	28.6851196239248	28.9842724607236	28.6671584390567	29.1770975077557	29.007956637837	28.6304815524678	28.4548168619294	28.6890348591907	28.820297243295	0.131262384104311	0.423163154532462	0.580120729824732	0.785574921898672	0	0
Cct5	28.872850979757	28.8820661450295	28.454385463303	28.6373046196707	28.4608429369333	28.9326107653829	28.4324104488811	28.9666975673705	28.9934797432913	28.635368348025	28.7875271307856	28.6614900289387	28.7913490006227	0.129858971684008	0.346026492113903	0.507545851195042	0.978389935045341	0	0
Cct6a	28.1979334816818	28.2764414398715	28.0366389716829	27.4976226074953	27.6569007406969	27.8156169503492	27.824930780088	28.1695910871499	28.2273375037447	27.2832145645492	27.7869977185492	27.9331074482857	27.8512814340717	-0.0818260142139664	0.700365728867129	0.807152261702639	0.30908724482553	0	0
Cct3	30.5073914111616	30.2383138385051	29.9247900366931	30.1254634883914	30.2784146824108	30.4818343761929	30.2359198909874	30.4826038648655	30.5942369448417	30.672614146334	29.9696644940087	30.2148746914324	30.4061456195384	0.191270928105954	0.212976419966661	0.369952828886188	1.43458676433603	0	0
Ptprn2	26.3298334207849	26.5986091283472	26.314132077085	25.8748335500251	26.3169650918694	26.0454357288069	26.0425372633817	26.1710811786923	26.2639542770234	25.6404179464294	25.5506000193895	26.2868746536223	25.9523377356205	-0.334536918001799	0.0748834596234099	0.186569332216899	2.42221623567933	0	0
Nucb2	25.4217214900834	25.1019343269169	25.1939265533088	25.0006262248833	25.0441436074849	25.4256641142648	25.7935487388789	25.5609543344638	25.9886722064653	25.9586120076081	25.3692291051004	25.1524704405355	25.6827800844636	0.530309643928092	0.00356490339677303	0.0224883755631021	5.47467673727163	0	1
Tgfbi	22.2704074158591	22.8882357639559	22.2727199319332	22.5170162564783	22.9199503218316	24.5364701528331	24.734330478662	25.6337273992086	24.6486691702073	24.4024307687379	24.4590142971042	22.5736659380116	24.7357737111255	2.16210777311391	0.00000819100290086421	0.000312375065173867	11.6444330822339	1	0
Stim2	24.1124325068998	21.8805200253193	24.312505764252	23.9646391137559	23.528861360362	23.9586341309306	23.9340910790929	23.9659603841485	23.7401595574641	23.7342787886155	24.0974805082599	23.5597917541178	23.9051007414186	0.34530898730079	0.477809876923077	0.630102222055719	0.66634219756102	0	0
Tnik	24.5152681592805	23.2307546036195	23.787358985599	24.0500944182598	23.5508641874292	23.3533977742195	23.2167784160225	23.6504233402429	23.7747484595813	23.6699040731751	22.805775355202	23.8268680708376	23.4118379030739	-0.415030167763721	0.158857807580181	0.306923893056469	1.70404713545527	0	0
Wnk1	24.28256077391	24.8200195972287	24.1192571496327	23.6416310830257	23.9264197915254	24.290035163763	23.8943951848545	23.9005808768405	23.756438232216	23.9497576183352	23.4522422460564	24.1579776790645	23.8739082203443	-0.284069458720229	0.252825435431684	0.408890365244122	1.29021402610058	0	0
Tubg2/Tubg1	24.859701977154	24.0307795999672	23.9244276187949	24.6117241142202	24.2323512426406	24.4984445952593	24.4742599816917	24.8546226448134	25.2781000313522	24.7154966156314	24.0087260980092	24.3317969105554	24.6382749944595	0.306478083904139	0.247727573692139	0.403921633539349	1.30785267782849	0	0
Tceb1	26.3245899928867	26.5528585618631	26.3277280583973	25.7867609772833	26.1099047621121	26.0198373973279	25.9365417939873	26.35618838529	26.493749925796	26.3742135456614	26.2508252065249	26.2203684705085	26.2385593757646	0.0181909052560769	0.910665214218309	0.948538938211249	0.0762210963573885	0	0
Hpca	25.2653142972569	25.0414305578156	24.922795610656	23.9848537139932	25.4346628384815	25.3163436869606	25.145304665247	24.3926386833572	25.8432361859636	25.3441468838671	24.4887948337533	24.9298114036406	25.0884108231915	0.158599419550821	0.651350737058868	0.768882544343848	0.379164868137087	0	0
Arf5	26.6396178210264	26.5358475027519	26.9934527490254	26.7254644518731	26.2545602596516	26.320171426936	26.6945817009725	26.6570370819568	26.4877220498584	26.3483407677533	26.1735040652161	26.6297885568657	26.4468928487822	-0.182895708083475	0.250214535475613	0.405932044717934	1.30068986243774	0	1
Cplx2	27.1736946709821	26.5978991056738	27.1180295093597	26.4443169318736	26.7211674193765	27.1516082532445	27.0069942351502	27.2064824646018	27.2353493175013	26.420613694439	25.8890653386235	26.8110215274531	26.81835221726	0.00733068980692053	0.978623748231927	0.985968567717306	0.0203864400906502	0	0
Erh	24.6150404621794	25.3294741860999	24.6495465218366	25.5568975135536	25.6458140869903	25.0027305626134	25.2378672697478	25.5962789461677	24.8256102206958	25.1836284157893	24.887206853885	25.1593545541319	25.1222203781498	-0.0371341759821142	0.886523809515912	0.933177782419328	0.0997761355882058	0	0
Ap2m1	30.5443449375535	30.3268884802645	30.3830887969755	30.543331129389	30.5813636356136	30.5562726546507	30.5136164386478	30.5705474282025	30.9925346433289	30.3984607463636	30.5558157151604	30.4758033959592	30.5978746043923	0.122071208433113	0.244662369627932	0.401897596333792	1.31510014592486	0	0
Rhog	29.3443077614406	29.1921823650425	28.9959610574652	28.9991373781532	29.077144135679	29.003620760937	28.7842229144341	29.0101463836226	28.6482508695254	28.3556088530729	28.3813775248162	29.1217465395561	28.697204551068	-0.424541988488087	0.0145863470331641	0.0618859426590376	4.01424445011329	0	0
Rpl19	27.2776390101093	27.2020040698809	28.600843418487	28.3960326360979	28.8536474570904	28.4568544564374	28.8473284653622	28.6037463688518	29.4000907953085	29.1425320749255	29.2030549416196	28.0660333183331	28.9422678504175	0.876234532084403	0.0627234564021446	0.164684439944841	2.6022238450744	0	0
Srsf3/Gm12355	23.0574675922306	23.1125833985459	23.6776663130142	23.52659475339	24.0040174193939	23.4939941812848	24.0749619880174	24.1358658200427	23.2421413639213	23.4256000926517	24.2907383000675	23.4756658953149	23.7772169576642	0.301551062349304	0.263455364336266	0.420226332087694	1.25076152834981	0	0
Hist1h3b	30.7492717611815	30.9935472267462	31.2186460233618	30.5528878703384	30.1849433495102	30.5185959517263	31.6090680026093	31.8311143143195	30.2168551829906	26.2358605618576	28.3015148245899	30.7398592462276	29.7855014730155	-0.954357773212077	0.33115352166708	0.492620221061489	1.02145224612807	0	0
Adcy5	24.4159000783213	24.5910935919779	23.5846285864287	24.1058950844981	23.5906939455523	23.7259844356743	23.8272589597879	24.2187453210558	23.5710322862279	23.1440289626885	23.5760017217304	24.0576422573557	23.6771752811941	-0.380466976161561	0.172848081135914	0.323704330520161	1.62725142882075	0	0
Isoc2a	30.9596127484564	30.3448791551552	31.3827796811565	30.9469836217109	31.071119921723	30.520845184414	30.3632750932902	30.5485767969761	30.5888870189055	30.0865132250226	30.1641094162909	30.9410750256404	30.3787011224832	-0.562373903157152	0.0247396831795995	0.0892756739255224	3.4855890702847	0	1
Serping1	21.4231438225859	23.091759254622	22.5937988081763	22.285744346253	23.3849069912335	24.2300802620885	24.2959308851004	24.58359608228	24.1741710752532	24.6648686722628	24.6987466274434	22.5558706445741	24.4412322674047	1.88536162283058	0.00395882924526212	0.0242000563699448	5.36884578175646	1	0
Nptn	30.4664550269398	30.8503572853022	29.8047358054781	29.8864337163021	29.9644408187874	29.8889608623794	30.2008121558146	30.1088635168698	29.6095348044263	29.4789644136161	30.0434866828796	30.1944845305619	29.8884370726643	-0.306047457897602	0.231866061398146	0.388834521225211	1.36277178595	0	0
Csrp1	30.0310478864993	29.7253181726549	29.6976833269109	29.6194166164917	29.9611318837568	29.8188348871851	29.4655601151445	29.5080718118066	29.8498504383753	29.5550477308621	28.9523818735766	29.8069195772627	29.5249578094917	-0.281961767771051	0.105500580867884	0.234321607804512	2.09343809742959	0	0
Nrp1	23.605464145071	24.4372689897719	24.1872203621074	24.0198798052128	23.9864170463198	24.1726460274992	24.0117998413434	23.992480618912	24.1127506490348	24.466003749506	24.6948739031343	24.0472500696966	24.2417591315716	0.194509061875056	0.304791724038986	0.465742329209849	1.10239608675543	0	0
Rps3a	27.1745520854339	27.4959467378892	27.9751974202006	28.1464219226957	28.0303376074791	27.5552306213509	27.7371834797307	27.9551011657095	29.9137065375641	30.2829495499985	30.047522560282	27.7644911547397	28.915282319106	1.15079116436626	0.0832220340873439	0.19944867244979	2.32591057415208	0	0
S100a13	27.2447237055434	27.5255198532726	26.4444907153399	26.6109079112276	26.7179035497411	27.0350662090275	26.6489708200141	27.5089973973599	27.4206939980788	27.6093586705408	27.8465515858814	26.9087091470249	27.3449397801504	0.436230633125511	0.142736161148783	0.286839854380429	1.80168260459104	0	0
Sptlc2	24.849716243201	25.1108407430257	24.3115360248947	25.0971991753912	24.7828178895572	25.1609642224516	25.2208497478062	25.7440667946577	25.1116368444922	26.0172481562282	25.1949035053207	24.830422015214	25.4082782118261	0.577856196612103	0.0233497608327634	0.085961047438261	3.54017312761422	0	1
Atp1b3	30.1134662124326	30.0565945137164	30.0511581900653	29.6533684231286	29.8159222761722	29.7064050354438	29.5476211141666	29.7688022696633	29.7072117691614	29.5073536017153	29.3384750834003	29.938101923103	29.5959781455918	-0.342123777511219	0.0146956280413289	0.0621923426313995	4.00711922883635	0	0
Psme1	24.7205152359013	24.0307795999672	24.0252977485958	25.9049043198008	24.8770826366112	25.7185046563491	25.0368275880352	25.7387689086317	25.7438614141974	25.8954819085786	26.0187343545446	24.7117159081753	25.6920298050561	0.980313896880844	0.0438823613193316	0.131022424010389	2.9321143499945	0	0
Psme2	24.0100930147133	23.548043898107	23.5290997435484	23.0243172548637	23.608174492716	25.0061168200763	25.1744377929447	25.4543148585175	25.4318926186084	24.8789542007848	25.1019743889815	23.5439456807897	25.1746151133189	1.63066943252919	0.0000585761044585074	0.00118964826946619	9.71524919424158	1	0
G3bp2	25.2740166447224	25.4542520958071	25.5146061931208	25.3350067323325	24.38574446251	25.3867971404413	26.0342057067191	24.969433951748	27.6217761180203	28.4808911928983	27.9140488410395	25.1927252256986	26.7345254918111	1.54180026611253	0.0490685919940051	0.140988180421131	2.8263538738418	0	0
Vps45	26.2603332416082	26.5439063225493	26.2596330828523	25.4515821535374	26.1804069709644	25.6637563503295	25.7514155460133	26.1890884172884	26.5575257537036	25.9416546379073	25.5613331666738	26.1391723543023	25.9441289786527	-0.195043375649671	0.43545987120219	0.590863031469195	0.759104358260776	0	0
Arhgap5	24.1882018643841	23.8620220701073	23.9428852914332	23.755725413053	23.7825679640406	24.1425028614062	23.6150404621794	23.6257801770921	23.2972611065217	23.459139406157	22.8752273933676	23.9062805206036	23.5024919011207	-0.40378861948297	0.0688803162540167	0.175922634207367	2.5069869829815	0	0
Crmp1	29.5698777667676	29.3862174401986	29.0826612378722	28.8544799755824	29.118722660496	29.52738548788	29.3154456293023	29.6541029016024	29.7582123857369	29.3130249994712	28.915816116319	29.2023918161833	29.413997920052	0.211606103868618	0.259084196704024	0.415160062124497	1.26826042996382	0	0
Anxa4	23.2331001810035	23.4434844309963	22.1283516166254	21.7829996992885	21.4591754373446	23.6733591145891	24.139227198213	24.4107344458379	24.3110509106696	25.1599255235252	24.2730562589301	22.4094222730517	24.3278922419608	1.91846996890916	0.00495503679512314	0.0288361611699918	5.11597707199354	1	0
Mprip	21.9897809461988	22.7703159702934	21.9032660259357	22.174191043467	23.2088732064771	24.7068298616719	24.5573650671459	23.8902256770013	24.4077558104943	25.0344786044876	24.5184533821764	22.4092854384744	24.5191847338296	2.10989929535515	0.00020723139924391	0.00297208793103659	8.39430748514028	1	0
Slc30a3	26.8305024411044	27.0755129348371	26.1270933436575	26.849119669136	26.3879147697754	26.468864636415	26.8008230964396	26.5272363258616	27.128195283538	27.6109782917452	27.2697255294416	26.6540286317021	26.9676371939068	0.313608562204777	0.243622050522762	0.401372411170539	1.31698664020812	0	0
Cacna1a	24.4916109244328	24.0024730534577	24.8603652416663	24.7070932569661	24.3968900829047	24.2266303295421	23.9941220578015	24.1129096937975	24.0688261581857	24.0058170926712	24.2392156681159	24.4916865118855	24.1079201666857	-0.383766345199891	0.0570424016170974	0.154408650816175	2.69517451235924	0	0
Fhl1	25.2644196913963	24.8984142869769	24.928364033354	25.4159967574998	25.1744758914472	25.2175995182346	25.2348744283246	25.1935882234169	25.2486917105309	25.4762703188623	25.4873233840069	25.1363341321349	25.3097245972294	0.173390465094506	0.173710129195319	0.324775038205845	1.62248734179941	0	0
Anpep	26.2445422572925	26.0203674063128	25.33868334454	25.5070624357845	25.3268370616455	27.1398517077367	26.7258544572931	27.1544117624315	26.0483491721667	26.4076099584959	26.8382186957196	25.6874985011151	26.7190492923073	1.0315507911922	0.00326662638996037	0.0212869867275864	5.55388444575432	1	0
Atp5j	31.8740464203604	31.9724062185908	32.3107844615892	32.1301670808092	31.8753287671854	31.8298298366137	32.1151109107139	31.6536930062381	31.5417167830585	31.9982296104183	31.15852257419	32.032546589707	31.7161837868721	-0.316362802834899	0.0903387427395333	0.21201176268103	2.23778378533085	0	1
Mylpf	27.6873908487024	26.8384591649327	29.3623138120304	26.2392885186242	27.0261213553633	21.7373209650611	22.1292354126591	21.4413657973328	22.8480318662141	23.1949259025932	21.7537298836437	27.4307147399306	22.1841016379173	-5.24661310201325	0.000112485996898888	0.00185050492937583	9.07786530596716	1	0
Rps5	26.2833028919157	26.8660850709103	26.8777145609922	27.1489931831382	26.7765567260068	27.3827796811565	26.8221368596308	27.0816204513637	29.034384145717	29.079256856067	29.1242559131037	26.7905304865926	28.0874056511731	1.2968751645805	0.0334239528759273	0.109863649218033	3.18621397673388	0	0
Pam	25.5879505265352	25.842445109861	25.6900050072833	25.4796352247809	25.9999814257541	25.8047911850015	25.5577156329279	25.726893956602	26.1170387153911	25.3388533313485	25.5304101474575	25.7200034588429	25.6792838281214	-0.0407196307215045	0.782862161431994	0.865662409807503	0.208123581080698	0	0
