gene	lfqctrl1	lfqctrl2	lfqctrl3	lfqctrl4	lfqctrl5	lfqeae1	lfqeae2	lfqeae3	lfqeae4	validation	mean_log2lfqctrl	mean_log2lfqeae	log2fc	p	q	neglogq	enriched	mitocarta
Pgrmc1	29.75032616	29.68564606	29.64126396	29.61528206	29.56578064	30.05659485	29.53950882	29.76814842	29.81926918	1	29.651659776	29.7958803175	0.144220541500001	0.270864047552487	0.87488380432876	0.192836673428339	0	0
Rpl18	28.36769676	28.75393295	28.98143005	28.70602608	28.82159042	29.81130409	29.77082825	28.88445473	28.39674759	1	28.726135252	29.215833665	0.489698413000003	0.25581204000243	0.874643921095441	0.19323229831412	0	0
Nomo1	28.82549286	28.52984428	28.75425148	28.79389572	28.72710419	29.15626907	28.76845551	28.75123596	28.83993149	1	28.726117706	28.8789730075	0.152855301500001	0.217911603447697	0.853498295184116	0.228539823335436	0	0
Aldh3b1	27.70285988	27.97369385	27.81188583	27.53667831	27.63228607	27.90075302	27.62121773	28.53891754	27.9228344	1	27.731480788	27.9959306725	0.264449884500003	0.273416850470549	0.877082444285119	0.189215634918673	0	0
Nptn	31.82600784	32.36211395	32.21219635	32.2220192	32.12270355	31.87851143	31.59178734	32.25725174	31.83399963	1	32.149008178	31.890387535	-0.258620643	0.171899142155602	0.823699374824213	0.279810201151439	0	0
Acsl3	29.30383492	29.41537476	29.19551849	29.10287094	28.94638443	29.42284012	29.02573967	29.66184425	29.51230812	1	29.192796708	29.40568304	0.212886332	0.235731006335573	0.856897123881653	0.222806085152548	0	0
Nit2	28.78674889	28.75981712	28.93730545	29.32856941	29.44750404	28.66140938	29.38444901	28.37625313	28.29554939	1	29.051988982	28.6794152275	-0.372573754499999	0.24982482403116	0.866173465236802	0.20727211799982	0	1
Ndufs4	33.03159714	33.02383041	33.09318161	33.54345703	33.55978775	32.9672966	33.40197372	32.64492416	32.82108307	1	33.250370788	32.9588193875	-0.291551400499998	0.202105081976555	0.840843263902971	0.250091192698978	0	1
Aldh6a1	32.80224991	32.79803467	32.46044922	32.470047	32.53409195	33.05958557	33.04447937	32.72961426	33.08437729	1	32.61297455	32.9795141225	0.366539572500002	0.0157847114866625	0.458367382116443	1.12542371076887	0	1
Prkar2b	26.79600143	26.81353951	26.90535164	26.84026146	26.59943199	26.89671707	26.68418312	27.16374969	27.00249481	1	26.790917206	26.9367861725	0.1458689665	0.258125452137765	0.87488380432876	0.192836673428339	0	0
Ptpra	27.64206505	27.81964111	27.51773262	27.28374481	27.35001183	27.99331856	27.22402763	28.19882393	27.86067963	1	27.522639084	27.8192124375	0.296573353499998	0.265516503713236	0.87488380432876	0.192836673428339	0	0
Mpp1	26.81090736	26.65981483	26.45809937	26.45950699	26.08575821	26.4502697	26.54250526	26.90947723	26.86330986	1	26.494817352	26.6913905125	0.196573160499998	0.278528112093937	0.879331305749583	0.18552126272957	0	0
Dnm2	27.68892479	27.80578232	27.74098396	27.58545303	27.52361488	27.79822922	27.57891846	28.0287838	27.97065163	1	27.668951796	27.8441457775	0.175193981499998	0.188821044447886	0.829428316049339	0.269810794295727	0	0
Rpl17	28.67379379	28.99218369	28.96092415	28.65181351	28.83412552	29.34970665	29.37285233	28.84940338	28.66815567	1	28.822568132	29.0600295075	0.237461375500001	0.283294359819233	0.881388217706203	0.182150483920352	0	0
Vps11	25.42367744	25.32288933	25.22964096	25.33922768	25.15904045	25.70846176	25.72377396	25.47542	25.56868553	1	25.294895172	25.6190853125	0.324190140499997	0.00486179113778655	0.309661040154277	1.69123821239758	0	0
Hspe1	34.32673264	34.24756622	34.63647079	34.74514771	34.92466354	34.30745697	34.87760544	33.7953186	33.91282272	1	34.57611618	34.2233009325	-0.352815247499997	0.260717600631261	0.87488380432876	0.192836673428339	0	1
Gabbr1	25.76030159	25.87628555	25.99528694	26.02460098	25.64836693	26.04909706	25.74532318	26.35882187	26.05512047	1	25.860968398	26.052090645	0.191122246999999	0.243100744688671	0.856897123881653	0.222806085152548	0	0
Ezr	25.2750473	25.86021042	25.79990959	24.89022636	25.5460434	27.55427933	25.46452522	25.92683792	26.3515873	1	25.474287414	26.3243074425	0.850020028500001	0.153768930671765	0.814371953339602	0.296240218486798	0	0
Hspa4l	29.85419846	30.03878593	29.67380142	29.82221222	29.56248093	28.76618195	29.07758904	29.93593025	29.65626144	1	29.790295792	29.35899067	-0.431305121999998	0.205028750952741	0.843784989693313	0.245052671572377	0	0
Twf1	26.88127899	26.951437	27.07398224	26.98972321	26.9442482	27.17326546	26.84164238	27.4128437	27.09345627	1	26.968133928	27.1303019525	0.162168024499998	0.264900600756154	0.87488380432876	0.192836673428339	0	0
Tln1	26.05146408	26.38103104	26.49944115	26.38258171	26.33024406	27.2243042	26.38874435	27.17035484	26.87425995	1	26.328952408	26.914415835	0.585463427000001	0.0475734829773328	0.643328521965849	0.636372442909613	0	0
Rab5c	28.8290062	29.21908379	29.05075645	28.8919754	29.14684677	29.51550674	28.91380692	29.28112602	29.27449799	1	29.027533722	29.2462344175	0.218700695499997	0.190257223221574	0.831336395022788	0.266495722310519	0	0
Cdk5rap3	27.78892708	27.76255989	26.89191818	28.04244232	27.95268822	28.06340027	27.2033577	27.88087082	28.28841591	1	27.687707138	27.859011175	0.171304036999999	0.600594358848078	0.966485674984227	0.0491797455676376	0	0
Ndufa4	34.18652344	34.03424072	33.99070358	34.42411041	34.39522171	33.94318771	34.3643074	33.38426208	33.79333496	1	34.206159972	33.8712730375	-0.334886934499998	0.201878351968203	0.840843263902971	0.250091192698978	0	1
Slc23a2	26.10337639	25.88747406	26.75168419	25.52996445	25.54580688	26.04703903	26.34742928	25.81235123	26.39092636	1	25.963661194	26.149436475	0.185775281000002	0.504361400066105	0.947945719400924	0.0771236439844364	0	0
Fam126b	26.34129143	26.65744591	26.60554886	26.53158569	26.29869461	26.3836441	26.02622604	26.63152313	25.93393326	1	26.4869133	26.2438316325	-0.243081667499997	0.238081773375961	0.856897123881653	0.222806085152548	0	0
Dbi	31.32579041	31.49876404	31.24994087	31.4933815	31.36418915	31.49988174	31.29657936	31.53609848	31.78515053	1	31.386413194	31.5294275275	0.143014333499998	0.262494192381009	0.87488380432876	0.192836673428339	0	1
Rpl13a	29.24041939	29.42021179	29.16648102	29.10559464	29.15060425	29.98935699	30.039505	29.03560448	29.23135948	1	29.216662218	29.5739564875	0.357294269499999	0.260981666773392	0.87488380432876	0.192836673428339	0	0
Erp29	28.60904121	28.93619728	28.80853081	28.87004471	28.75948334	29.35606003	28.91510391	28.91651344	28.83010864	1	28.79665947	29.004446505	0.207787034999999	0.183649956625117	0.823699374824213	0.279810201151439	0	0
Cox5b	34.70287704	34.57206726	34.78962326	34.95107269	35.0014801	34.59560013	35.03688431	34.08761215	34.35419083	1	34.80342407	34.518571855	-0.284852215000001	0.259797437358611	0.87488380432876	0.192836673428339	0	1
Ndufv3	32.14916229	31.73842049	32.20647049	32.41926956	32.64506149	31.717062	32.32798767	31.55510712	32.03493881	1	32.231676864	31.9087739	-0.322902964000001	0.203877930638118	0.841786366142048	0.248473951398156	0	1
Hmgn2/Gm6594	26.60002899	28.01390457	26.92127609	26.90184784	26.59065819	26.50224495	25.35518074	25.71261406	25.97803688	1	27.005543136	25.8870191575	-1.1185239785	0.0164657743609004	0.458367382116443	1.12542371076887	0	0
Lace1	29.16158867	29.04032898	29.10542107	29.28008652	29.23590851	28.93500137	29.38423157	28.60194206	28.82699203	1	29.16466675	28.9370417575	-0.227624992500004	0.262705847925463	0.87488380432876	0.192836673428339	0	1
Sort1	26.82298851	27.02495956	26.92025375	26.69471359	26.73732567	26.97880173	26.86861801	27.26901245	26.85833931	1	26.840048216	26.993692875	0.153644659000001	0.230013258489914	0.856897123881653	0.222806085152548	0	0
Mtfp1	27.78659248	27.85907936	27.93848419	27.97339249	28.08780289	27.68779182	28.0328083	27.7747364	27.75289536	1	27.929070282	27.81205797	-0.117012312	0.252400561928723	0.867969867176083	0.204283136584232	0	1
Atpif1	33.0936203	33.51229858	33.83337784	34.35894775	34.47746658	33.51958084	33.93534851	33.11050415	32.99546051	1	33.85514221	33.3902235025	-0.464918707499997	0.208555547551455	0.848335431501161	0.237293276232472	0	1
Exog	31.0144825	30.97343254	31.11125946	31.44099808	31.55734634	30.95653534	31.44201088	30.39002609	30.79606438	1	31.219503784	30.8961591725	-0.323344611500001	0.251292837838834	0.866334866969208	0.207003312966934	0	1
Pigs	26.57876015	26.79519653	26.81414986	26.60679245	26.83122826	27.02252769	26.95088196	27.19924545	26.60411453	1	26.72522545	26.9441924075	0.218966957500001	0.180731204588001	0.823699374824213	0.279810201151439	0	0
Mrpl52	26.08590126	26.27710724	26.21534157	26.32376671	27.52723694	25.93260574	26.25704575	25.89137268	26.11056137	1	26.485870744	26.047896385	-0.437974358999998	0.176609601155104	0.823699374824213	0.279810201151439	0	1
Gfer	28.73600578	28.30033684	29.11090469	29.45201111	29.29106522	28.89136696	28.9205513	28.21976471	28.38335609	1	28.978064728	28.603759765	-0.374304963	0.212610170722968	0.850104805844918	0.234287378870255	0	1
Atp5a1	37.82498169	37.68613815	37.77294922	37.82249069	37.91622162	37.58836365	37.94081879	37.38940811	37.62333298	1	37.804556274	37.6354808825	-0.169075391500002	0.238314681382757	0.856897123881653	0.222806085152548	0	1
Fam213b	29.42988014	29.32341385	29.58340073	29.70749092	29.73379326	29.28503609	29.8310833	29.02767754	29.09817123	1	29.55559578	29.31049204	-0.245103740000001	0.282061295294797	0.881388217706203	0.182150483920352	0	0
Cend1	34.33424759	34.44418716	34.73317719	35.00078583	35.1154747	34.47535706	34.99420547	33.9578743	34.01948547	1	34.725574494	34.361730575	-0.363843919000004	0.254189652343105	0.871354257857019	0.19866871458694	0	0
Rps24	25.9713974	26.45848274	26.21534157	25.74957466	25.90180016	26.37914848	25.68989754	26.17119598	26.32573891	1	26.059319306	26.1414952275	0.0821759215000029	0.695836379926542	0.971297679109765	0.0420145805413897	0	0
Dpysl3	30.52004814	30.58221626	30.35237122	30.33468628	30.2428627	30.0074482	29.73283195	30.36233521	30.20571327	1	30.40643692	30.0770821575	-0.3293547625	0.0881549825805727	0.717428491676623	0.479093053823387	0	0
Ptma	27.00270844	26.97158432	26.42244339	26.7283287	26.63639832	26.92173004	26.98614502	26.88762474	26.89873695	1	26.752292634	26.9235591875	0.171266553500001	0.190062271128523	0.831336395022788	0.266495722310519	0	0
Uqcr10	32.09122086	31.66252708	31.72813606	32.03726578	31.63538551	31.22121239	32.09011459	31.12238121	31.67303467	1	31.830907058	31.526685715	-0.304221343000002	0.276682941499955	0.879331305749583	0.18552126272957	0	1
Emb	27.47064972	27.44600677	26.89637184	27.01142693	27.18276596	27.67838478	27.01094627	27.42350197	27.79918671	1	27.201444244	27.4780049325	0.276560688499998	0.238038815435247	0.856897123881653	0.222806085152548	0	0
Atp6v0c	27.77464104	28.19716072	28.104496	28.19425011	27.30430222	28.27146339	27.82256317	28.27239799	28.48252678	1	27.914970018	28.2122378325	0.297267814500003	0.219859640388077	0.853498295184116	0.228539823335436	0	0
Msra	27.64199638	27.62387085	27.93046951	28.37741089	28.2520752	27.68525314	28.29208565	27.35598755	26.93459702	1	27.965164566	27.56698084	-0.398183725999999	0.278650338193483	0.879331305749583	0.18552126272957	0	1
Ccdc90b	27.87885475	27.63308334	26.89191818	26.82862663	27.17278862	27.84137154	27.53812218	27.31211662	28.02910042	1	27.281054304	27.68017769	0.399123386000003	0.169544958809024	0.823699374824213	0.279810201151439	0	1
Aldh7a1	31.55307007	31.44810486	30.91908073	30.9684639	31.10374641	31.54125595	31.66758919	31.36783791	31.79840279	1	31.198493194	31.59377146	0.395278265999998	0.0415369957931589	0.635007712009581	0.655153981726314	0	1
Hagh	29.66954231	29.63100243	30.14363861	30.25394821	30.10199356	29.84524345	30.10262108	29.45235443	29.31913376	1	29.960025024	29.67983818	-0.280186843999999	0.254417541112737	0.871354257857019	0.19866871458694	0	1
Them6	29.37321663	29.24534798	29.57338524	29.34952736	29.37248993	29.26133156	29.31801224	29.41743851	29.04987335	1	29.382793428	29.261663915	-0.121129513	0.248919017991749	0.86584188597732	0.207824500816548	0	0
Rpl31	27.67687225	27.94061279	27.41126823	28.1010685	27.7459259	28.0083847	27.91806412	29.2673378	27.86064911	1	27.775149534	28.2636089325	0.488459398499998	0.246542870239364	0.863166546470676	0.212289143147748	0	0
Rpl7a	29.62549973	30.19101715	29.98763657	29.7124691	29.96569252	30.61526489	30.54903603	29.88851166	29.76874733	1	29.896463014	30.2053899775	0.308926963499996	0.266208490628013	0.87488380432876	0.192836673428339	0	0
Rpl21	28.16906548	28.73527908	28.5005703	28.41423607	28.50833702	29.42912102	29.07984161	28.45263863	28.29607582	1	28.46549759	28.81441927	0.348921679999997	0.287102908923097	0.88724964894305	0.172587996430358	0	0
Pkp4	26.38240814	26.37190628	27.67040443	27.11995888	26.98771858	27.86499405	26.44190598	27.81210136	27.67700768	1	26.906479262	27.4490022675	0.542523005499998	0.242955932449718	0.856897123881653	0.222806085152548	0	0
Itga6	25.83948135	26.27614784	26.75168419	26.46916008	25.67707443	27.24685478	25.73176956	27.44813538	27.42386246	1	26.202709578	26.962655545	0.759945967	0.166250034208478	0.823699374824213	0.279810201151439	0	0
Epb41l2	31.93542099	32.31472015	32.42675018	32.26813126	31.77450752	32.7466507	31.68294525	32.91200256	32.82866669	1	32.14390602	32.5425663	0.398660279999994	0.271315373491282	0.87488380432876	0.192836673428339	0	0
Prpsap2	26.50605583	26.50401115	26.49654198	26.54356766	26.43334961	27.41312599	26.60512543	26.806427	26.90098381	1	26.496705246	26.9314155575	0.434710311499998	0.0848835523835456	0.717428491676623	0.479093053823387	0	0
Lrrc59	28.6180172	28.89299011	28.84816551	28.80968094	28.70742607	29.40650177	28.95132637	28.82380867	28.76409531	1	28.775255966	28.98643303	0.211177064000001	0.246570293598696	0.863166546470676	0.212289143147748	0	0
Slc25a33	26.56339264	26.59491348	26.88215446	26.96041489	26.90569687	26.71994781	26.94932365	26.33440208	26.22078514	1	26.781314468	26.55611467	-0.225199797999998	0.29230697147337	0.891850105985319	0.165126839364424	0	1
Dnpep	28.67868805	28.79662132	28.98620033	29.11109161	28.93694115	28.67092705	29.05711174	28.70323944	28.4701252	1	28.901908492	28.7253508575	-0.1765576345	0.271197680675685	0.87488380432876	0.192836673428339	0	0
Rps16	27.44939613	28.16194916	27.36815453	27.04562378	27.28206635	27.91404915	27.95571136	27.66119003	27.50797653	1	27.46143799	27.7597317675	0.2982937775	0.214859681364201	0.853498295184116	0.228539823335436	0	0
Slc27a4	29.02747917	29.00437164	29.18365479	29.13572311	29.20946121	28.97995949	29.17903328	29.06019402	28.81471634	1	29.112137984	29.0084757825	-0.103662201500001	0.289319712263124	0.888674989973261	0.170272207987166	0	0
Add1	30.33575249	30.41975975	30.66822433	30.55256653	30.51610756	30.73698997	30.34016418	31.00554276	30.66382027	1	30.498482132	30.686629295	0.188147163	0.27257539623814	0.875492801876563	0.191832777724448	0	0
Spr	29.25605202	29.24496269	29.33681679	29.4890995	29.61722755	28.99580002	29.61266708	29.14588737	29.02539635	1	29.38883171	29.194937705	-0.193894004999997	0.285478932781428	0.884390671811253	0.17724428660638	0	1
Rell2	27.38574409	27.49434471	27.9542141	27.27008247	27.25151253	27.09385872	26.6118927	27.54104233	26.86773491	1	27.47117958	27.028632165	-0.442547415000003	0.114806165179919	0.748070623932679	0.418753616234707	0	0
Bnip3	27.06321907	26.55746651	27.50180435	27.72890663	27.7426548	27.10459518	27.41956902	26.60328674	26.51905441	1	27.318810272	26.9116263375	-0.407183934500001	0.231964151007807	0.856897123881653	0.222806085152548	0	1
Wdfy1	26.02804184	26.11921692	26.10425568	25.81464005	25.98176575	26.03739357	25.65641022	26.3169651	26.27666283	1	26.009584048	26.07185793	0.0622738819999995	0.719996398529578	0.97381550524629	0.0382796232761675	0	0
Tmem30a	28.45750046	28.59384537	28.35222435	28.34106636	28.29924583	28.58788681	28.17267036	28.71992874	28.96962357	1	28.408776474	28.61252737	0.203750896000003	0.315094218868633	0.912420139517751	0.13222980380316	0	0
Jam2	26.41808128	26.55664825	26.18603897	26.02974892	26.02959061	26.47916412	26.33470917	26.3973465	26.37964439	1	26.244021606	26.397716045	0.153694438999999	0.225100092844303	0.856897123881653	0.222806085152548	0	0
Dusp3	26.19891739	26.78356743	26.36763	26.2897892	26.204916	26.44273567	25.67335892	27.00774193	26.5839119	1	26.368964004	26.426937105	0.0579731010000017	0.855770289289255	0.991654422161605	0.0120906459433885	0	0
Ndufb10	33.64629745	33.44960785	33.53252792	33.72339249	33.83582687	33.24623871	33.79647827	33.08391571	33.54299545	1	33.637530516	33.417407035	-0.220123481000002	0.268502300455974	0.87488380432876	0.192836673428339	0	1
Rps23	26.65605545	27.5709095	27.20223808	26.81421089	27.11798096	27.76629257	27.5837326	27.53411865	26.76224136	1	27.072278976	27.411596295	0.339317319000003	0.262789126414987	0.87488380432876	0.192836673428339	0	0
Tor1aip1	27.80833054	26.71273232	27.50960159	26.99593353	27.5573864	27.91664124	27.08603287	27.69169044	28.4190464	1	27.316796876	27.7783527375	0.461555861500003	0.22689464476454	0.856897123881653	0.222806085152548	0	0
Gng4	26.08275795	25.84375191	26.00588226	26.32590294	26.0993576	25.89307594	25.35164642	26.0493679	25.40850067	1	26.071530532	25.6756477325	-0.395882799500001	0.103168382004835	0.731432222007931	0.451203911321164	0	0
Ndufb7	33.14589691	33.00919342	33.0778923	33.27600479	33.35547256	32.9294281	33.33604431	32.66192245	33.00759888	1	33.172891996	32.983748435	-0.189143561000002	0.279329265042538	0.879331305749583	0.18552126272957	0	1
Eif4a1	26.56627846	26.35396957	26.21029663	26.09613419	26.27359962	26.60651016	26.29547501	26.53307915	26.45837212	1	26.300055694	26.47335911	0.173303416	0.136794549237084	0.781837041070582	0.355060158120315	0	0
Synj2bp	29.86920738	29.46899986	30.0851841	30.28543282	30.33527374	29.79522896	30.09559631	29.51255226	29.56648827	1	30.00881958	29.74246645	-0.266353129999999	0.237908322612635	0.856897123881653	0.222806085152548	0	1
Cisd1	33.42892075	33.42266846	33.78794479	33.86590576	33.96834183	33.52010727	33.93521881	33.14554596	33.08434296	1	33.694756318	33.42130375	-0.273452567999996	0.282907095633096	0.881388217706203	0.182150483920352	0	1
Atp5h	35.46034241	35.37716675	35.50781631	35.52688599	35.63962936	35.29853821	35.67523193	34.99671173	35.27913666	1	35.502368164	35.3124046325	-0.189963531500005	0.269935172491178	0.87488380432876	0.192836673428339	0	1
Ccdc58	26.67788124	26.50324631	27.14399147	27.26449966	27.05325699	26.73026657	26.88028526	26.33236313	26.79048157	1	26.928575134	26.6833491325	-0.245226001499997	0.234706907602365	0.856897123881653	0.222806085152548	0	1
Mapre1	28.12883377	28.35579872	27.99310112	28.06157303	28.08281326	28.15402603	28.13427925	28.33182907	28.53689957	1	28.12442398	28.28925848	0.164834500000001	0.197752940927857	0.839711647059012	0.252034096492314	0	0
Slc25a3	35.51536942	35.35103607	35.42075729	35.58283234	35.57989883	35.38692856	35.53713608	34.85449982	35.44520187	1	35.48997879	35.3059415825	-0.184037207500005	0.322558596283374	0.91905353469592	0.12177919421001	0	1
Reep5	31.02548218	30.95788383	30.76410294	30.5891552	30.57176781	31.11861038	31.10215187	31.12933731	30.88474655	1	30.781678392	31.0587115275	0.277033135500002	0.0420401434848498	0.635007712009581	0.655153981726314	0	0
Timm10b	28.13423157	28.3675518	28.61770058	28.9233036	28.82385254	28.38015938	28.65218925	27.67898941	28.24043083	1	28.573328018	28.2379422175	-0.335385800500003	0.232848966009276	0.856897123881653	0.222806085152548	0	1
Selm	25.72226334	25.47353172	25.66779518	25.72898293	25.24056244	25.88169861	25.71111679	25.01932907	25.83679962	1	25.566627122	25.6122360225	0.0456089004999995	0.846395022900933	0.989681560951639	0.0149636952887656	0	0
Atp5l	33.09009933	33.00132751	33.01558685	33.27551651	33.30803299	32.92340851	33.35520935	32.35829163	32.85855865	1	33.138112638	32.873867035	-0.264245602999999	0.291603751516542	0.891850105985319	0.165126839364424	0	1
Ca2	33.72857285	33.98205566	33.75583267	33.79483414	33.88271713	33.92556763	33.80198288	34.19516754	33.85387421	1	33.82880249	33.944148065	0.115345574999999	0.300019402107901	0.907227128715769	0.140464313206732	0	0
Ndufaf4	29.19535446	28.98694611	29.49227333	29.42332077	29.6287365	29.09404755	29.61802483	28.77715302	28.8044281	1	29.345326234	29.073413375	-0.271912859	0.28307943964279	0.881388217706203	0.182150483920352	0	1
Tufm	34.98147964	34.78324509	34.91045761	35.02727509	34.99418259	34.73031998	35.18545151	34.2742691	34.66270065	1	34.939328004	34.71318531	-0.226142694000004	0.315657032369149	0.912420139517751	0.13222980380316	0	1
Slc5a3	25.6376152	26.16277122	25.35144424	25.6284256	25.49255943	26.86838341	25.82164955	26.58749199	26.11838531	1	25.654563138	26.348977565	0.694414426999998	0.0509786780914247	0.655113195632821	0.610183886453166	0	0
Rap1b	27.17526627	27.52099419	27.73191833	27.37724495	27.75117302	27.95648575	27.51885796	27.80032921	27.55804443	1	27.511319352	27.7084293375	0.197109985499999	0.231245259614389	0.856897123881653	0.222806085152548	0	0
Asah1	30.4238224	29.99213028	28.41882515	28.34255028	28.41431618	30.01185417	29.17097664	29.58001518	30.50374794	1	29.118328858	29.8166484825	0.698319624499998	0.235107914442175	0.856897123881653	0.222806085152548	0	0
Acbd5	26.38699532	26.28966522	26.1826725	26.61638641	26.5442524	27.03149414	26.32311249	26.61936378	26.55689812	1	26.40399437	26.6327171325	0.228722762499999	0.233935231818931	0.856897123881653	0.222806085152548	0	0
Agps	26.53972816	26.64141083	25.11775208	26.56770706	26.63368607	27.27861404	26.7232399	26.1841774	26.94765282	1	26.30005684	26.78342104	0.4833642	0.238839157590953	0.856897123881653	0.222806085152548	0	0
Sars	27.41433525	27.69019127	27.4631443	27.41506195	27.47030067	27.58606148	27.41187477	27.92175674	27.58584595	1	27.490606688	27.626384735	0.135778047000002	0.310128843531758	0.910598727353688	0.135112651829181	0	0
Rpl36a	26.78019142	27.10079193	26.54980659	26.75697327	26.61217499	27.01770401	27.21266365	26.74656677	27.01446342	1	26.75998764	26.9978494625	0.237861822500001	0.122950610128852	0.763287782376229	0.389700995980725	0	0
Slc30a1	25.59329033	25.280756	25.20888329	25.59782791	25.09719849	25.5806675	25.54630852	25.63037109	25.32034302	1	25.355591204	25.5194225325	0.163831328500002	0.227242036726484	0.856897123881653	0.222806085152548	0	0
Tst	32.67558289	32.60095215	32.07188797	31.93642044	32.0396347	32.93027496	32.74736023	32.3416481	33.0752449	1	32.26489563	32.7736320475	0.508736417500003	0.0564249082107551	0.681813124210635	0.552551724726948	0	1
Degs1	26.15782738	26.16837692	25.9087677	26.13062286	25.95098114	26.1592617	26.29203796	26.08203697	26.34601784	1	26.0633152	26.2198386175	0.156523417500001	0.0997274711640254	0.729509333861701	0.455001657758807	0	0
Hax1	27.54756546	27.37322617	27.92235374	28.28281784	28.35106468	27.77746582	28.0349884	27.20097542	27.12593079	1	27.895405578	27.5348401075	-0.360565470499999	0.262958164205254	0.87488380432876	0.192836673428339	0	0
Rpl23	27.13706779	27.07280731	26.17035484	26.42569542	26.17409515	27.02078056	26.72181892	26.67251015	27.33394051	1	26.596004102	26.937262535	0.341258433	0.235747117252872	0.856897123881653	0.222806085152548	0	0
Tpbg	25.63887215	25.4528389	25.74244881	25.52572823	25.38083267	25.84636116	25.27426529	26.22070122	25.38939285	1	25.548144152	25.68268013	0.134535978000002	0.589496015105042	0.961373715947542	0.0568307342974461	0	0
Ndufs5	33.29460907	33.14664078	33.35383224	33.5587616	33.66981888	33.1848259	33.53687286	32.86376572	33.16412354	1	33.404732514	33.187397005	-0.217335509000002	0.243425141078984	0.856897123881653	0.222806085152548	0	1
Slc8a2	26.17415237	25.91315842	25.86242485	25.70168495	25.66929626	26.16036797	25.81452942	26.03005409	26.32715416	1	25.86414337	26.08302641	0.218883039999998	0.168725289113871	0.823699374824213	0.279810201151439	0	0
Ntrk2	26.48535156	26.34309578	27.11470795	27.11961365	26.91951561	27.34274101	26.8226223	27.40726089	26.96916962	1	26.79645691	27.135448455	0.338991544999999	0.159386403202263	0.822133911223932	0.282554692070491	0	0
Agpat1	26.56069946	26.85715294	26.76635551	26.40611076	26.36692238	26.79785919	26.56993294	26.91558838	26.70200157	1	26.59144821	26.74634552	0.154897309999999	0.242936020007134	0.856897123881653	0.222806085152548	0	0
Gnb2	31.31100082	31.49471664	31.2369175	31.15801048	31.07003212	31.47348785	31.02005959	31.79932976	31.52023697	1	31.254135512	31.4532785425	0.1991430305	0.320201576323601	0.916094229209389	0.126432093703495	0	0
Gls2	26.97147369	27.05563736	27.38170815	27.3572464	27.3509388	27.03590584	27.3512764	26.76255989	26.89839172	1	27.22340088	27.0120334625	-0.2113674175	0.220190378815428	0.853498295184116	0.228539823335436	0	1
Snd1	25.03073692	24.92002678	25.62401009	25.4365387	25.12512398	25.82146835	25.18483925	25.40418625	25.75391579	1	25.227287294	25.54110241	0.313815116000001	0.162518152187329	0.823699374824213	0.279810201151439	0	1
Asph	26.43455124	27.05455208	26.43928337	26.36396027	26.62853622	27.47347832	26.28857422	27.00528145	26.74666405	1	26.584176636	26.87849951	0.294322874000002	0.342355428211582	0.923021201566503	0.115564308290899	0	0
Uqcrc1	35.48285675	35.58472061	35.6962204	35.77980042	35.87145615	35.51447678	35.9308548	35.10546112	35.32815552	1	35.683010866	35.469737055	-0.213273811000001	0.321085988250867	0.917233223773074	0.124639482113709	0	1
Sec11c	25.88194275	26.19513893	25.73822784	26.27371407	25.67707443	26.15176392	25.90786362	26.08014679	26.04242325	1	25.953219604	26.045549395	0.0923297910000009	0.50924331490273	0.947945719400924	0.0771236439844364	0	0
Cox4i1	35.07101822	34.93392181	35.07046127	35.14241028	35.27622986	34.87334824	35.21101761	34.5728569	35.01394653	1	35.098808288	34.91779232	-0.181015968000004	0.280389116347543	0.880477485701776	0.183641980872532	0	1
Grin1	25.74827003	25.72090721	25.91578102	25.75753212	25.66238594	25.92547989	25.66432571	26.13611031	26.2503109	1	25.760975264	25.9940567025	0.233081438500001	0.167644182249655	0.823699374824213	0.279810201151439	0	0
Psip1	28.2056675	27.99838448	27.91459084	28.01534081	28.21710968	27.52417564	26.92965126	28.06920052	27.39648247	1	28.070218662	27.4798774725	-0.590341189499998	0.0825059409596328	0.717428491676623	0.479093053823387	0	0
Vwa5a	28.51292038	28.39486885	28.20582962	28.10389519	27.71747971	28.58797646	27.85534096	28.52516556	29.0636692	1	28.18699875	28.508038045	0.321039294999999	0.311803844680091	0.912420139517751	0.13222980380316	0	0
Ndufaf3	28.95374298	28.81903267	28.97050095	29.20743752	29.18129921	28.8598938	29.38212967	28.25455666	28.46678543	1	29.026402666	28.74084139	-0.285561275999999	0.338836896881948	0.923021201566503	0.115564308290899	0	1
Ndufv1	34.91640854	34.85110855	35.00992966	35.15443802	35.14256287	34.83660126	35.22301102	34.43533325	34.74672699	1	35.014889528	34.81041813	-0.204471397999995	0.305377023321676	0.910380594571364	0.135458289015755	0	1
Purb	25.47538948	25.72090721	26.1180191	25.39090157	25.67236137	26.08990479	25.96514511	25.99969101	25.72614098	1	25.675515746	25.9452204725	0.269704726499999	0.115766920322555	0.748868055014337	0.417216545956595	0	0
Shmt2	29.90720177	29.99503136	29.98304939	29.99104881	29.80958939	30.50478935	30.36937332	29.6651516	30.18423462	1	29.937184144	30.1808872225	0.243703078500001	0.278686480812561	0.879331305749583	0.18552126272957	0	1
Rab3b	26.65341949	26.73337364	27.26082611	26.83852005	26.65081978	27.15619659	26.96559715	27.25741386	26.79414368	1	26.827391814	27.04333782	0.215946006000003	0.20160829325965	0.840843263902971	0.250091192698978	0	0
