gene	lfqctrl1	lfqctrl2	lfqctrl3	lfqctrl4	lfqctrl5	lfqeae1	lfqeae2	lfqeae3	lfqeae4	validation	mean_log2lfqctrl	mean_log2lfqeae	log2fc	p	q	neglogq	enriched	mitocarta
Mrps35	28.13941193	27.89116478	28.44904137	28.45191193	28.36763382	28.25646973	28.71453476	27.56369209	28.02741432	1	28.259832766	28.140527725	-0.119305041000004	0.672314835183916	0.968785866317373	0.0457502772772669	0	1
Camk2g	29.02136421	29.27014923	29.28451729	29.145401	29.11311913	29.02539635	28.94355011	29.39689064	29.53738976	1	29.166910172	29.225806715	0.0588965429999995	0.718757127294796	0.97381550524629	0.0382796232761675	0	0
Cpox	27.48504448	27.36456871	27.9542141	28.07991791	27.96389008	27.8032589	27.80353546	27.32234001	27.42834282	1	27.769527056	27.5893692975	-0.180157758500002	0.376438954272856	0.929653476653026	0.105235035306808	0	1
Nudt19	26.50223732	26.854599	27.03149414	27.12937546	27.05102921	27.46707726	27.19558907	26.62992668	27.03028488	1	26.913747026	27.0807194725	0.166972446500001	0.456711187113433	0.947280683552686	0.0781361287811336	0	1
Lrrc57	26.6500473	26.79321289	26.65799141	26.64251328	26.36148643	26.56500053	26.33943176	27.12149239	27.02649117	1	26.621050262	26.7631039625	0.1420537005	0.516553283873156	0.947945719400924	0.0771236439844364	0	0
Cs	35.18229294	34.88305664	35.14892197	35.25304031	35.25924301	35.11762619	35.49918365	34.67745209	35.01278305	1	35.145310974	35.076761245	-0.0685497290000043	0.726572485052542	0.97381550524629	0.0382796232761675	0	1
Tstd3	27.46559906	27.39431572	27.94153786	28.16963959	28.00581741	27.77934647	28.20233154	27.27528763	27.46193504	1	27.795381928	27.67972517	-0.115656758	0.665955618073259	0.968785866317373	0.0457502772772669	0	1
Mrps27	28.85756874	28.85755348	29.02391624	29.16882706	29.14997482	29.09668922	29.40145493	28.48250771	28.73427963	1	29.011568068	28.9287328725	-0.0828351954999995	0.71858181086458	0.97381550524629	0.0382796232761675	0	1
Slc7a14	27.01664352	27.24417877	26.96124268	26.83207321	26.69165611	26.90184784	27.19980621	27.01014709	27.30295372	1	26.949158858	27.103688715	0.154529857	0.272441849324081	0.875492801876563	0.191832777724448	0	0
Pc	34.11961746	34.03005219	34.08713913	34.20197296	34.24140167	34.07964706	34.56183624	33.62956619	34.00550079	1	34.136036682	34.06913757	-0.0668991120000015	0.752976189803947	0.980744563247299	0.0280506621357449	0	0
Rmnd1	27.65157318	27.58430672	27.70091057	27.71043396	27.88180351	27.89893913	27.93052483	27.19723129	27.56550789	1	27.705805588	27.648050785	-0.0577548030000017	0.764571093840209	0.980744563247299	0.0280506621357449	0	1
Ahnak	29.1065197	27.88186264	29.48397827	29.20126724	27.39451981	29.70866013	26.86371231	29.91958618	29.86094475	1	28.613629532	29.0882258425	0.474596310500001	0.601193524923768	0.966722243698893	0.0488266573044623	0	0
Grm3	26.0620575	26.08077812	25.69768715	25.65184784	25.63229942	25.51561356	25.02643776	26.14423561	25.77357864	1	25.824934006	25.6149663925	-0.209967613499998	0.456472847108905	0.947280683552686	0.0781361287811336	0	0
Aimp2	25.10279465	25.05755043	25.21449089	25.39293289	24.62103462	25.64934158	24.86287308	25.22736549	24.95938683	1	25.077760696	25.174741745	0.096981049	0.672000144626351	0.968785866317373	0.0457502772772669	0	0
Cst3	26.94156456	27.26852226	27.01403618	26.66490936	26.81555557	27.41251945	26.46226311	27.16355705	27.53786278	1	26.940917586	27.1440505975	0.2031330115	0.478656671330565	0.947945719400924	0.0771236439844364	0	0
Slc17a6	30.41160202	30.70763206	30.23911095	29.97233772	29.84761238	29.66737747	29.38550758	30.52803802	30.32517433	1	30.235659026	29.97652435	-0.259134676000002	0.442429152547916	0.947280683552686	0.0781361287811336	0	0
Nfs1	31.19598198	31.16928673	31.6218071	31.65965843	31.51380539	31.55565643	31.87248802	30.77729416	31.0784874	1	31.432107926	31.3209815025	-0.1111264235	0.696407120933649	0.971297679109765	0.0420145805413897	0	1
Capn2	28.11445999	28.41580772	27.9085331	28.02804756	28.02353287	28.01164055	28.02064896	28.22738266	28.36794662	1	28.098076248	28.1569046975	0.0588284494999982	0.643893393409234	0.968785866317373	0.0457502772772669	0	0
Dlat	34.3734436	34.06635666	34.55776215	34.59429169	34.54253387	34.46349716	34.87968445	33.85601044	34.15782928	1	34.426877594	34.3392553325	-0.0876222614999946	0.732263359545707	0.97381550524629	0.0382796232761675	0	1
Ass1	26.9304409	27.08309174	26.61470413	26.44223022	26.26273727	26.67518425	26.59896469	26.7688179	26.99631119	1	26.666640852	26.7598195075	0.0931786554999974	0.611714885226198	0.967452632022175	0.0477370684826492	0	0
Fdx1l	27.04040718	26.74033928	27.28956032	27.54410553	27.66302299	27.06085205	27.46902084	27.56001472	27.83231544	1	27.25548706	27.4805507625	0.225063702500002	0.36381329615378	0.924509490527326	0.11323996523471	0	1
Slc25a51	29.11561394	29.17267036	29.48297882	29.52093887	29.45456123	29.57242775	29.76582718	28.77222061	28.72989464	1	29.349352644	29.210092545	-0.139260098999998	0.649098899727788	0.968785866317373	0.0457502772772669	0	1
Eno1	33.28029633	33.77013397	33.31324768	33.44603729	33.26001358	32.84417725	33.08568954	33.45543671	33.46842194	1	33.41394577	33.21343136	-0.200514409999997	0.311384917613889	0.912420139517751	0.13222980380316	0	0
Glrx2	26.65717316	27.42670441	27.04525948	27.41836357	27.09858513	27.32821655	27.33883667	26.61428261	26.31122398	1	27.12921715	26.8981399525	-0.231077197499999	0.470990342670932	0.947945719400924	0.0771236439844364	0	1
Tmem11	29.32010269	29.21449471	29.6372261	29.66866302	29.63357735	29.65144539	29.88810349	29.1572094	28.95803642	1	29.494812774	29.413698675	-0.0811140990000006	0.74666554271901	0.978064841627723	0.0319979818634199	0	1
Hdac11	27.30382347	27.39239311	26.85655975	26.76006126	27.04957581	27.13344765	27.08441162	27.97882843	27.07111931	1	27.07248268	27.3169517525	0.244469072499999	0.379698956205213	0.929653476653026	0.105235035306808	0	0
Mcee	27.69272041	27.59334755	28.45877266	28.43642807	28.5111866	28.17252731	28.60219002	27.52391434	27.28259659	1	28.138491058	27.895307065	-0.243183992999999	0.53056262839026	0.947945719400924	0.0771236439844364	0	1
Syt2	32.78304291	33.25363922	32.84412003	32.69157028	32.57525635	32.60730362	32.26494598	33.05128098	32.82833481	1	32.829525758	32.6879663475	-0.141559410499994	0.514501627860186	0.947945719400924	0.0771236439844364	0	0
Lyrm7	27.48719215	27.42502403	27.55351067	27.83376312	27.73856926	27.57899094	28.02664948	27.2290802	27.35211754	1	27.607611846	27.54670954	-0.0609023060000027	0.766198723608847	0.980744563247299	0.0280506621357449	0	1
Daam1	26.10768127	26.20105934	26.13905144	26.31094742	26.2437706	26.02641678	25.58697701	26.4383564	26.28961372	1	26.200502014	26.0853409775	-0.115161036500002	0.584773880334432	0.961157122966401	0.0571558033312235	0	0
Cct7	28.38936043	28.51182747	28.33911324	28.15286636	28.15747452	28.12723541	28.16636276	28.61700058	28.5924015	1	28.310128404	28.3757500625	0.0656216584999996	0.680556044308801	0.969222296861826	0.0451005006614795	0	1
Ero1l	26.98598289	26.92891693	27.07382965	27.11296844	26.91889	27.30260468	27.1193161	27.10279465	26.64168549	1	27.004117582	27.04160023	0.037482648000001	0.811937642537282	0.987634179322089	0.0179513298068083	0	0
Mthfd1l	31.7923069	31.77273941	32.17499542	32.29496384	32.16399002	32.17034531	32.37514496	31.50355721	31.72393227	1	32.039799118	31.9432449375	-0.0965541804999965	0.689378692586122	0.969699670881879	0.0443901005971624	0	1
Tsfm	30.1347332	30.02062225	30.4108429	30.65646553	30.50365257	30.46241379	30.63438988	29.83159065	30.11110497	1	30.34526329	30.2598748225	-0.0853884674999996	0.705956638964885	0.971297679109765	0.0420145805413897	0	1
Nsdhl	27.88640404	27.94598007	27.91504669	27.69381714	27.63958359	27.31686974	27.0511322	28.27610779	27.45175552	1	27.816166306	27.5239663125	-0.292199993499999	0.353302545905806	0.923021201566503	0.115564308290899	0	0
Tmem126a	28.22276306	27.60597229	28.21918869	28.08365059	28.6313839	28.17207336	28.64325333	27.56772232	27.75770378	1	28.152591706	28.0351881975	-0.117403508500001	0.700654837563538	0.971297679109765	0.0420145805413897	0	1
Bcap31	29.67162704	29.71680069	29.50444794	29.41714668	29.39770699	29.71154213	29.2094841	29.65237808	29.77497864	1	29.541545868	29.5870957375	0.0455498695000003	0.76578483304635	0.980744563247299	0.0280506621357449	0	0
Iscu	29.49335289	29.32746696	29.96464729	30.22279739	30.05846596	29.97427368	30.17694283	29.16834831	29.43023872	1	29.813346098	29.687450885	-0.125895213	0.68006559181172	0.969222296861826	0.0451005006614795	0	1
Aqp1	26.04222488	26.37297821	26.6408596	26.01537704	25.93087006	25.98504829	25.53011322	25.98138428	26.11579895	1	26.200461958	25.903086185	-0.297375772999999	0.152424514605771	0.814371953339602	0.296240218486798	0	0
Atp6v1c1	30.2407608	30.42111588	30.14928436	29.89130211	29.72168922	29.99933815	29.94821739	30.39539909	30.53361702	1	30.084830474	30.2191429125	0.1343124385	0.506740667830342	0.947945719400924	0.0771236439844364	0	0
Scd2/Scd3	26.59953117	26.22736549	26.23587799	26.25694656	25.95969582	26.16532326	26.24980354	26.62065887	26.11838531	1	26.255883406	26.288542745	0.0326593390000021	0.83723570996715	0.989681560951639	0.0149636952887656	0	0
Serpinb1b	29.45233536	29.45006371	29.3337059	29.21229362	29.09310341	29.31806755	28.99127769	29.43673515	29.80353546	1	29.3083004	29.3874039625	0.0791035624999985	0.685347175473846	0.969699670881879	0.0443901005971624	0	0
Comt	27.2426815	27.27892494	27.19366264	27.16796494	27.15778732	27.49063873	26.82268333	27.28431892	27.3658638	1	27.208204268	27.240876195	0.0326719269999991	0.838301467045363	0.989681560951639	0.0149636952887656	0	1
Kdsr	26.69422913	26.68391609	26.40361786	26.97623634	26.28619766	26.86342812	26.2170639	26.51386833	26.84170151	1	26.608839416	26.609015465	0.000176049000000233	0.999309612483743	0.999704596520298	0.000426240094730773	0	0
Bphl	32.11096573	32.06493378	32.25001144	32.53039932	32.41728592	32.37906647	32.60380554	31.7208786	32.10176086	1	32.274719238	32.2013778675	-0.0733413704999961	0.743235847818248	0.977775169209365	0.0324253265973321	0	1
Dhodh	29.5565567	29.59957695	29.92199898	29.99401855	29.92759705	29.88167191	30.20798302	29.28144646	29.52410126	1	29.799949646	29.7238006625	-0.0761489835000013	0.748909388808584	0.978064841627723	0.0319979818634199	0	1
Pcyt2	25.99662399	26.26231575	25.91760445	26.1464119	26.01384544	25.6105423	26.08584023	26.13942146	25.57824898	1	26.067360306	25.8535132425	-0.213847063500001	0.257628752559107	0.87488380432876	0.192836673428339	0	0
Slc3a2	33.11702347	33.36123657	33.02880096	32.82795715	32.84692383	33.06685257	32.8741188	33.40000153	33.34056091	1	33.036388396	33.1703834525	0.133995056499998	0.424750076009639	0.944283351474719	0.0827082602701432	0	0
	26.58671951	26.66410828	26.47968102	26.15079498	26.28796768	26.78069305	26.57344627	26.52227592	26.26042366	1	26.433854294	26.534209725	0.100355431000001	0.506964606774894	0.947945719400924	0.0771236439844364	0	0
Dnaja3	30.03930855	30.08258438	30.43216133	30.53031921	30.49562263	30.48231506	30.70787811	29.81329346	29.9242382	1	30.31599922	30.2319312075	-0.0840680124999977	0.742485277825587	0.977775169209365	0.0324253265973321	0	1
Atox1	27.03998756	26.74393845	26.59761429	26.79253197	26.72435951	26.77843857	26.51648521	26.47199821	26.65307045	1	26.779686356	26.60499811	-0.174688245999999	0.126113705916929	0.764534817696923	0.387345889998632	0	0
Psmc4	26.2439518	26.63089752	25.94471741	26.37722015	25.99452209	26.29713821	25.67335892	26.6976738	26.76074028	1	26.238261794	26.3572278025	0.118966008499999	0.690538328943111	0.969793813875959	0.0442500437917473	0	0
Ndufaf5	27.93929672	27.71806717	28.19699669	28.34023857	28.31170464	28.27987671	28.61689568	27.35812759	27.75671768	1	28.101260758	28.002904415	-0.098356342999999	0.761229442556448	0.980744563247299	0.0280506621357449	0	1
Cadps	30.61495781	30.74458885	30.48567772	30.39713478	30.18854332	29.80425835	29.61288643	30.57772255	30.69859505	1	30.486180496	30.173365595	-0.312814900999999	0.343047296585788	0.923021201566503	0.115564308290899	0	0
Myh10	27.89527321	27.77693367	27.9063282	27.395298	27.68488503	27.36302376	27.54690361	28.45785332	28.04233932	1	27.731743622	27.8525300025	0.1207863805	0.672576364758721	0.968785866317373	0.0457502772772669	0	0
Nudc	25.95892143	26.27066994	26.01640892	26.05098724	26.08350945	25.80104446	25.72377396	26.29185295	26.11256218	1	26.076099396	25.9823083875	-0.093791008500002	0.548623673120494	0.953031239991744	0.0694045889971882	0	0
Plcb1	28.21909714	28.30018425	28.40574074	28.1763134	27.91376305	28.33600807	27.68548775	28.80119324	28.56792068	1	28.203019716	28.347652435	0.144632719000001	0.60173924372095	0.966793986686684	0.0487195951023189	0	0
Ndrg4	28.91345024	29.21414757	28.88046074	28.61798096	28.53854752	28.31762505	28.17421913	29.09051895	28.88100052	1	28.832917406	28.6158409125	-0.217076493499999	0.427548082805914	0.944283351474719	0.0827082602701432	0	0
Cd47	28.57170486	28.83561516	28.52753448	28.23377419	28.3149929	28.3871212	28.41338921	29.20385933	28.658144	1	28.496724318	28.665628435	0.168904117	0.472902917050657	0.947945719400924	0.0771236439844364	0	0
Fam213a	29.63048935	29.8657093	29.92243195	29.7321701	29.71019554	29.64242744	29.61102295	29.90940666	29.70635605	1	29.772199248	29.717303275	-0.0548959730000007	0.544695577785357	0.950455675273031	0.07330874687188	0	1
Spg7	28.68815804	28.29968262	29.14082718	29.15369987	29.2239933	28.7939415	29.41434669	28.46468353	28.38977051	1	28.901272202	28.7656855575	-0.135586644500002	0.660323614709882	0.968785866317373	0.0457502772772669	0	1
Gdpd1	28.14731979	28.2988739	28.29434586	28.29824066	28.28927422	28.07856941	28.38817024	28.37270737	28.02133751	1	28.265610886	28.2151961325	-0.0504147535000001	0.645641358811924	0.968785866317373	0.0457502772772669	0	0
Tamm41	29.02653122	29.02837563	29.25828934	29.35414886	29.28818512	29.18942833	29.47845268	28.72936058	29.18667984	1	29.191106034	29.1459803575	-0.0451256764999997	0.802522173377419	0.986810056124236	0.0191556773374463	0	1
Mrps2	27.99806213	28.04520607	28.53869629	28.69125748	28.65056419	28.51823997	28.93649101	27.73256493	27.89336586	1	28.384757232	28.2701654425	-0.1145917895	0.733684065967391	0.97381550524629	0.0382796232761675	0	1
Eef1b	27.80495071	27.69029236	27.6650238	27.51964569	27.2193737	27.55046844	27.31172562	27.71374702	27.97896576	1	27.579857252	27.63872671	0.0588694580000002	0.745440584793203	0.978064841627723	0.0319979818634199	0	0
Tppp3	30.71419907	30.89518738	30.67139053	30.6962738	30.99543571	30.39708328	30.58288956	31.27147484	30.34255028	1	30.794497298	30.64849949	-0.145997808000001	0.553230897672171	0.955769158553026	0.0652658804736167	0	0
Gatc	26.44804001	26.80341148	26.90839005	26.46626854	26.98988533	27.07469749	26.93775368	25.8821888	26.0397377	1	26.723199082	26.4835944175	-0.2396046645	0.503510287953356	0.947945719400924	0.0771236439844364	0	1
Nrcam	29.82630348	30.34472084	30.399786	30.21193314	30.13595581	30.50298882	30.05627251	30.41744804	30.02597046	1	30.183739854	30.2506699575	0.0669301035000025	0.6870644154268	0.969699670881879	0.0443901005971624	0	0
Mrps28	27.53196526	27.30234337	27.94156456	27.83656502	27.88878632	27.99264336	27.99080467	27.21849632	27.26033401	1	27.700244906	27.61556959	-0.0846753159999984	0.748441674888545	0.978064841627723	0.0319979818634199	0	1
Eif4b	26.70384979	26.4187336	26.12555695	26.15871239	26.04624748	25.95653152	25.88906479	26.61960983	26.41771889	1	26.290620042	26.2207312575	-0.0698887845000016	0.756635125115686	0.980744563247299	0.0280506621357449	0	0
Pi4ka	28.69909096	28.84685135	28.9016304	28.65183067	28.49090767	28.87210274	28.42480278	29.23277855	28.91287804	1	28.71806221	28.8606405275	0.1425783175	0.474500775817864	0.947945719400924	0.0771236439844364	0	0
Pgd	27.68582153	27.96375275	27.74903107	27.51005363	27.49293327	27.6028614	27.29166985	28.11296844	27.94321442	1	27.68031845	27.7376785275	0.0573600775000003	0.789519554898935	0.986810056124236	0.0191556773374463	0	0
Vat1	30.8134861	30.97777176	30.96295929	30.86478043	30.81760788	30.93775368	30.65893555	31.15674591	30.91915321	1	30.887321092	30.9181470875	0.030825995499999	0.790048869442823	0.986810056124236	0.0191556773374463	0	0
Rps18/Gm10260	28.6124897	29.22215271	28.06563568	27.87246895	27.96273232	28.43053818	28.40403557	28.71128845	28.67778015	1	28.347095872	28.5559105875	0.208814715500001	0.469963787941776	0.947945719400924	0.0771236439844364	0	0
Guf1	26.29513359	26.25272942	26.34720039	26.44994545	26.29579926	26.50457191	26.80150223	26.18388367	26.31610107	1	26.328161622	26.45151472	0.123353097999999	0.430845722747985	0.94494846124363	0.0816924499302598	0	1
Basp1	32.46483612	32.69670868	32.5321312	32.63636017	32.52890015	32.31982803	32.16341782	32.7704277	32.47109222	1	32.571787264	32.4311914425	-0.1405958215	0.364842124343686	0.924587951055925	0.113117532946354	0	0
Usp9x	26.25727844	25.10593414	25.85573959	26.34320641	25.95577812	25.60848427	25.18567085	26.25683784	26.13582611	1	25.90358734	25.7967047675	-0.106882572500002	0.756546169226769	0.980744563247299	0.0280506621357449	0	0
Rgs7	26.43923569	26.1548748	26.1860199	25.89804459	26.18720055	26.24329948	27.33052635	26.23000717	26.46848488	1	26.173075106	26.56807947	0.395004363999998	0.228907146277837	0.856897123881653	0.222806085152548	0	0
Glod4	30.33633804	30.50242043	30.5382061	30.81314087	30.97708893	30.51765823	30.79996681	30.53287506	30.3821106	1	30.633438874	30.558152675	-0.0752861990000007	0.618758897981036	0.967452632022175	0.0477370684826492	0	1
Prph	28.68857574	29.02911377	30.74991035	30.7028923	30.00912476	29.18539238	26.7283535	30.25782967	29.12584496	1	29.835923384	28.8243551275	-1.0115682565	0.292467636494593	0.891850105985319	0.165126839364424	0	0
Fam134c	25.16357613	25.31122398	25.09039116	25.31563568	24.92293167	24.9516716	25.2819252	25.20146179	25.20325661	1	25.160751724	25.1595788	-0.00117292400000224	0.99121697507851	0.998714237230776	0.00185615711565428	0	0
Pin1	27.15802956	27.30599976	26.37537384	26.46485138	26.57113266	26.52425003	27.27994347	26.78512764	27.12721062	1	26.77507744	26.92913294	0.154055499999998	0.565395370676409	0.95873264222725	0.0607995419060617	0	0
Rab30	25.64339447	25.48646355	25.46279335	25.22044373	25.23848724	25.24682617	25.15688133	25.33808899	25.44793129	1	25.410316468	25.297431945	-0.112884523000002	0.303299318777477	0.909538596949992	0.136793233869488	0	0
Rab6a	27.45493507	27.79411316	27.86339951	27.6011982	27.5585556	27.74518967	27.3533802	27.82868767	27.79293442	1	27.654440308	27.68004799	0.0256076820000004	0.85498824545613	0.991654422161605	0.0120906459433885	0	0
Appl1	26.7055912	26.97366524	25.67087746	25.61921692	26.35853767	25.92913246	26.16989708	27.32156563	26.7237072	1	26.265577698	26.5360755925	0.270497894499997	0.534291690059245	0.949428575773441	0.074868622425455	0	0
Cnrip1	27.54388428	27.63657951	27.77799988	27.73753738	27.45516968	27.61529922	27.51220322	28.23040962	27.49415398	1	27.630234146	27.71301651	0.0827823639999998	0.678581443577411	0.968785866317373	0.0457502772772669	0	0
Mtnd5	31.39693069	31.24394035	31.52428246	31.53217888	31.41066742	31.46523857	31.65738297	31.01032066	31.43198776	1	31.42159996	31.39123249	-0.0303674699999981	0.845757375966564	0.989681560951639	0.0149636952887656	0	0
Rhoa	29.44005585	29.86292648	29.69677162	29.79808998	29.65655136	29.80954361	29.52821541	30.12755585	29.69147301	1	29.690879058	29.78919697	0.0983179119999988	0.531089304666341	0.947945719400924	0.0771236439844364	0	0
Atp1b2	34.76084518	34.93730164	34.79976273	34.51179886	34.50858307	34.38589859	34.43598557	34.94012833	34.69882202	1	34.703658296	34.6152086275	-0.0884496685000045	0.587479284563027	0.961157122966401	0.0571558033312235	0	0
Capza2	29.11936569	29.34588432	29.14164352	28.9909935	28.90230751	29.00408936	28.90439034	29.35788536	29.31085968	1	29.100038908	29.144306185	0.0442672769999994	0.755129387075327	0.980744563247299	0.0280506621357449	0	0
Gng12	28.69421577	29.16942406	28.98413658	28.89039612	29.04684639	28.83745193	28.76954269	29.13125229	28.49825096	1	28.957003784	28.8091244675	-0.147879316500003	0.375702603900245	0.929653476653026	0.105235035306808	0	0
Rnh1	26.07330704	26.11859322	25.61857414	25.39227867	25.97426796	26.18084335	25.28086281	26.07261276	26.11832619	1	25.835404206	25.9131612775	0.0777570714999989	0.771485760374534	0.983113446956966	0.0245701880687146	0	0
Itsn1	28.19004059	28.40916443	27.90933418	28.06064606	27.87554932	28.07953644	27.94676018	28.40817261	28.32122231	1	28.088946916	28.188922885	0.0999759689999991	0.512801167448096	0.947945719400924	0.0771236439844364	0	0
Grm5	25.6376152	24.9536705	25.57403946	25.71533966	25.32806969	25.63656425	25.5144558	25.37630272	26.00252724	1	25.441746902	25.6324625025	0.190715600499999	0.355725549402659	0.923021201566503	0.115564308290899	0	0
Fabp5	30.71881866	30.98366165	31.01843452	31.08986282	31.09175491	31.12789345	30.89453697	31.28832245	30.80535889	1	30.980506512	31.02902794	0.0485214280000008	0.722975015923822	0.97381550524629	0.0382796232761675	0	0
Mrps31	28.51169586	28.39294624	28.95395088	28.97026825	28.79459381	28.96547318	29.07864571	28.08519745	28.40699768	1	28.724691008	28.634078505	-0.0906125030000027	0.745207320941042	0.978064841627723	0.0319979818634199	0	1
Rps19	27.5051403	28.03081131	28.26127625	27.64013481	28.08151817	28.36074448	28.23687744	28.05706024	27.55061531	1	27.903776168	28.0513243675	0.147548199500001	0.54072249128197	0.950455675273031	0.07330874687188	0	0
Eef1d	27.9860096	28.14284897	27.97128296	27.79094887	27.51559067	27.9127655	27.67788124	28.15660667	28.03946495	1	27.881336214	27.94667959	0.0653433759999977	0.672786679529843	0.968785866317373	0.0457502772772669	0	0
Atp5g1/Atp5g3/Atp5g2	31.99087906	31.92170715	32.26242828	32.02726364	32.26489258	31.87942505	32.26921844	31.92560387	32.20609283	1	32.093434142	32.0700850475	-0.0233490944999986	0.853999986425548	0.991654422161605	0.0120906459433885	0	0
Atl2	27.18167686	27.57899094	27.3961544	27.2417717	27.38323402	27.60151672	27.03207397	27.53886223	27.5967617	1	27.356365584	27.442303655	0.0859380710000011	0.603184061949806	0.966851716779582	0.0486334501393525	0	0
Bag6	26.19261932	26.07543182	25.91713715	25.93777657	25.96855545	25.99278259	25.70200157	26.51773262	26.0589962	1	26.018304062	26.067878245	0.0495741830000007	0.79432025836863	0.986810056124236	0.0191556773374463	0	0
Pgp	27.00447845	27.36952782	26.89319229	26.95227051	26.85412407	26.55171585	26.58987999	27.20913506	26.96035957	1	27.014718628	26.8277726175	-0.186946010499998	0.351895845261676	0.923021201566503	0.115564308290899	0	0
Lias	27.16394234	26.90316963	27.63297844	27.81414986	27.86797142	27.51596642	27.82359505	27.01254654	26.99927139	1	27.476442338	27.33784485	-0.138597487999998	0.632497679033333	0.967452632022175	0.0477370684826492	0	1
Rpsa	27.50168991	27.78814888	28.3700695	27.98625374	27.82517433	27.50892258	27.32654572	27.62083244	27.6406517	1	27.894267272	27.52423811	-0.370029162000002	0.0608809822487569	0.681813124210635	0.552551724726948	0	0
Mrps23	28.58475494	28.58317566	28.89892387	29.01441002	29.05207825	28.89811707	29.27305412	28.24386215	28.54991722	1	28.826668548	28.74123764	-0.0854309079999993	0.743279109268596	0.977775169209365	0.0324253265973321	0	1
H2afv/H2afz	28.7590065	28.02767754	29.02419281	28.54377365	29.65900421	27.86156654	28.96448135	29.13203812	30.1074295	1	28.802730942	29.0163788775	0.213647935499999	0.70526900982208	0.971297679109765	0.0420145805413897	0	0
Surf1	28.61166382	28.22004318	28.75102997	28.93745995	28.94765282	28.83136368	29.07856941	28.13119125	28.44827271	1	28.693569948	28.6223492625	-0.0712206854999984	0.784906128224683	0.986810056124236	0.0191556773374463	0	1
Tprg1l	28.49373436	28.8244915	28.36534119	28.21410179	28.0589447	28.7436657	28.14394379	28.59498405	28.67796516	1	28.391322708	28.540139675	0.148816966999998	0.455766704463229	0.947280683552686	0.0781361287811336	0	0
Abr	25.4738884	25.43421745	25.15379333	26.00849152	25.14082718	25.54209137	25.5144558	25.67552757	25.49731827	1	25.442243576	25.5573482525	0.1151046765	0.51371499254996	0.947945719400924	0.0771236439844364	0	0
Fhit	28.35628128	28.48246956	28.78091049	28.90932083	28.9581604	28.63051605	29.31173706	28.08648872	28.46735001	1	28.697428512	28.62402296	-0.0734055520000005	0.806833142759154	0.986810056124236	0.0191556773374463	0	1
Ranbp1	27.06845665	27.24707985	27.19272232	27.25624466	27.01382446	27.03249359	27.0499897	27.44813538	27.2275219	1	27.155665588	27.1895351425	0.0338695544999972	0.768644903620226	0.981275934994445	0.0272692152508562	0	0
Hmgcl	29.10116768	29.07417297	29.38378906	29.49360085	29.34185028	29.80079269	29.84932137	28.91917419	29.29105377	1	29.278916168	29.465085505	0.186169337000003	0.476520155936629	0.947945719400924	0.0771236439844364	0	1
Ermp1	28.11269569	28.23139381	28.2482357	28.13388824	28.2103672	28.21310425	28.0835495	28.56354523	28.10069275	1	28.187316128	28.2402229325	0.052906804500001	0.673072200712184	0.968785866317373	0.0457502772772669	0	0
Itfg1	26.6053009	27.16182899	26.53946877	26.58787155	26.73750496	26.54743385	26.4962368	27.16110802	27.0499897	1	26.726395034	26.8136920925	0.087297058499999	0.686221271394834	0.969699670881879	0.0443901005971624	0	0
Rbbp9	26.58777809	26.85650063	26.683815	26.81164169	26.67060661	26.23599815	26.5460434	27.00281715	26.68354034	1	26.722068404	26.61709976	-0.104968644	0.56630000005126	0.95873264222725	0.0607995419060617	0	0
Chgb	25.89830971	26.15628433	26.1588192	26.27371407	26.33873367	26.21729469	25.82502747	26.51347733	26.35761452	1	26.165172196	26.2283535025	0.0631813064999989	0.719885067746899	0.97381550524629	0.0382796232761675	0	0
Flad1	27.65557098	27.66047478	27.77285004	28.08512115	28.03671837	27.88959885	28.17873573	27.60176468	27.49071693	1	27.842147064	27.7902040475	-0.051943016500001	0.784127848556236	0.986810056124236	0.0191556773374463	0	1
Rab24	28.34758568	28.02432632	28.33530426	28.48396873	28.32894325	28.46415901	28.62116432	27.90919113	28.06432533	1	28.304025648	28.2647099475	-0.0393157005000013	0.839863927043658	0.989681560951639	0.0149636952887656	0	1
Atp1b3	31.08473969	31.30424309	31.21650887	30.94827271	30.97582626	31.16378021	30.78437042	31.71826744	31.32860184	1	31.105918124	31.2487549775	0.1428368535	0.527319586750786	0.947945719400924	0.0771236439844364	0	0
Syn2	32.12666321	32.23356628	32.07396317	32.02098465	31.79374123	31.52519226	31.48848152	32.24707031	32.16215897	1	32.049783708	31.855725765	-0.194057943000001	0.420658438550298	0.944283351474719	0.0827082602701432	0	0
Phgdh	30.29553986	30.64129829	30.44183731	30.15388107	30.38190269	30.37787628	30.17295647	30.88863373	30.42402267	1	30.382891844	30.4658722875	0.0829804434999986	0.649985287048649	0.968785866317373	0.0457502772772669	0	0
Slc25a46	30.11253357	30.05994987	30.47498703	30.52794456	30.46133995	30.42917061	30.76002312	29.87870789	30.03216553	1	30.327350996	30.2750167875	-0.0523342084999996	0.824356094505274	0.989072613262925	0.0158516538334409	0	1
Coa3	28.83907509	28.34280396	29.37685204	29.22641945	29.50005722	29.43630791	29.60493088	27.72012329	27.87800789	1	29.057041552	28.6598424925	-0.3971990595	0.503470420344621	0.947945719400924	0.0771236439844364	0	1
